# ICDDR Delhi Scenario Trace (Formula-Aligned Synthetic Dataset)
# Seed=504 | Duration=3600s | RSU_Distance=800m | k=3 | w_th=0.2 | λ=0.1
# Generated=2026-02-14T11:03:25.433433Z

Time(s),RSU_ID,Vehicle_ID,RoadSegment,SegmentLength_m,Nv_vehicles,Capacity_C,FreeFlowSpeed_vbar_mps,AvgSpeed_v20_mps,Alpha,Density_D,CongestionScore_CD,Congested(0/1),TTL,Relevance_R,rho,gamma,SuitabilityIndex_Si,w_old,w_new,w_delta_ratio,WeightUpdateTriggered(0/1),RerouteTriggered(0/1),PathCost_1,PathCost_2,PathCost_3,PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
1578,7,1356,D69-77,340,31,49,14.279,4.03,0.282,0.633,0.641,1,3,0.81,0.711,0.289,0.828,63.2929,63.4696,0.0028,0,0,367.439,384.582,429.362,137989,109,12964,797.928,374.173,24889.006
1579,7,1262,D26-35,340,32,49,11.189,3.246,0.29,0.653,0.659,1,3,0.649,0.683,0.317,0.631,71.3391,83.0342,0.1639,0,0,373.828,420.288,406.985,138129,109,12982,799.99,377.956,24912.105
1580,7,1331,D69-77,380,33,54,13.777,4.608,0.334,0.611,0.617,1,3,0.533,0.675,0.325,0.615,63.2929,71.594,0.1312,0,0,354.279,377.55,432.526,138265,109,12998,770.342,361.286,24933.181
1581,7,1088,D86-94,260,24,37,13.303,3.942,0.296,0.649,0.654,1,3,0.611,0.702,0.298,0.68,68.8776,53.1211,0.2288,1,1,405.507,426.494,468.433,138404,109,13016,824.461,385.859,24955.349
1582,7,1057,D86-94,340,32,49,14.89,4.421,0.297,0.653,0.658,1,3,0.74,0.686,0.314,0.734,53.1211,62.398,0.1746,0,0,371.79,390.349,450.506,138544,109,13034,806.667,380.293,24976.92
1583,7,1175,D26-35,260,23,37,18.104,5.311,0.293,0.622,0.63,1,3,0.429,0.728,0.272,0.576,71.3391,37.7658,0.4706,1,1,367.135,382.239,415.833,138681,109,13051,803.916,374.614,24997.146
1584,7,1319,D69-77,380,36,54,13.945,3.52,0.252,0.667,0.675,1,3,0.552,0.704,0.296,0.511,63.2929,75.6954,0.196,0,0,387.775,415.497,440.228,138822,109,13069,798.8,379.58,25019.97
1585,7,1159,D18-26,420,42,60,14.501,3.426,0.236,0.7,0.706,1,4,0.759,0.678,0.322,0.67,78.2161,83.7022,0.0701,0,0,431.62,449.644,472.681,138967,110,13089,852.942,403.53,25043.117
1586,7,1033,D77-86,420,38,60,13.577,3.931,0.29,0.633,0.641,1,3,0.774,0.667,0.333,0.688,76.5422,82.5262,0.0782,0,0,368.036,389.933,420.999,139105,110,13106,820.369,382.129,25065.206
1587,7,1104,D10-18,220,19,31,16.551,5.207,0.315,0.613,0.62,1,3,0.55,0.715,0.285,0.556,76.087,34.5788,0.5455,1,1,359.994,385.903,419.841,139241,110,13122,782.175,365.697,25085.515
1588,7,1380,D35-47,340,30,49,14.422,4.445,0.308,0.612,0.62,1,3,0.434,0.721,0.279,0.573,73.5605,61.2792,0.167,0,0,403.613,418.661,454.841,139377,110,13138,774.444,362.892,25106.81
1589,7,1038,D10-18,460,43,66,13.309,3.44,0.258,0.652,0.661,1,3,0.653,0.71,0.29,0.636,34.5788,94.2739,1.7264,1,1,406.314,443.445,470.171,139517,110,13156,788.746,373.789,25129.648
1590,7,1255,D26-35,380,35,54,14.727,3.666,0.249,0.648,0.658,1,3,0.651,0.701,0.299,0.691,37.7658,70.0915,0.8559,1,1,416.154,433.687,472.163,139656,110,13174,805.881,379.28,25152.171
1591,7,1125,D58-69,380,35,54,14.31,3.563,0.249,0.648,0.658,1,3,0.709,0.698,0.302,0.658,48.8767,72.1317,0.4758,1,1,395.049,437.774,437.438,139795,110,13192,806.916,379.643,25174.828
1592,7,1384,D26-35,220,19,31,15.567,4.683,0.301,0.613,0.622,1,3,0.998,0.655,0.345,0.736,70.0915,36.7644,0.4755,1,1,389.388,433.936,432.26,139931,110,13208,807.535,374.573,25195.818
1593,7,1103,D26-35,420,38,60,13.551,3.457,0.255,0.633,0.644,1,3,0.406,0.708,0.292,0.362,36.7644,82.686,1.2491,1,1,370.87,419.118,423.456,140069,110,13225,810.191,378.567,25218.524
1594,7,1221,D47-58,220,21,31,14.574,3.803,0.261,0.677,0.684,1,3,0.645,0.681,0.319,0.745,49.0771,42.4748,0.1345,0,0,391.225,406.236,421.444,140211,110,13244,851.944,399.793,25241.045
1595,7,1122,D58-69,220,21,31,13.693,3.165,0.231,0.677,0.687,1,3,0.443,0.671,0.329,0.589,72.1317,45.2074,0.3733,1,1,380.643,410.653,430.756,140353,110,13263,807.205,384.135,25264.396
1596,7,1365,D35-47,380,34,54,14.859,4.66,0.314,0.63,0.635,1,3,0.977,0.676,0.324,0.745,73.5605,67.9168,0.0767,0,0,378.858,394.544,416.204,140490,110,13280,794.23,372.425,25285.516
1597,7,1036,D69-77,340,32,49,15.786,4.594,0.291,0.653,0.659,1,3,0.868,0.694,0.306,0.791,63.2929,58.8558,0.0701,0,0,400.813,426.162,466.86,140630,110,13298,824.751,386.622,25306.862
1598,7,1029,D94-105,220,19,31,15.722,4.649,0.296,0.613,0.622,1,3,0.596,0.652,0.348,0.707,92.7618,36.4025,0.6076,1,1,359.017,395.445,415.732,140766,110,13314,769.148,361.137,25327.896
1599,7,1398,D35-47,340,33,49,14.886,3.104,0.209,0.673,0.685,1,3,0.813,0.718,0.282,0.77,73.5605,63.9627,0.1305,0,0,425.919,450.863,462.284,140908,110,13333,820.528,388.205,25351.302
1600,7,1296,D86-94,380,33,54,14.887,4.628,0.311,0.611,0.619,1,3,0.828,0.687,0.313,0.821,53.1211,66.2542,0.2472,1,1,395.409,435.945,449.225,141044,110,13349,759.337,357.434,25372.352
1601,7,1108,D69-77,220,19,31,13.897,4.264,0.307,0.613,0.621,1,3,0.508,0.693,0.307,0.51,63.2929,41.183,0.3493,1,1,357.702,382.185,431.338,141180,110,13365,785.712,366.935,25393.885
1602,7,1224,D47-58,380,36,54,15.345,4.089,0.266,0.667,0.673,1,3,0.682,0.703,0.297,0.56,49.0771,68.7882,0.4016,1,1,411.618,429.975,459.976,141321,110,13383,810.101,383.535,25415.97
1603,7,1213,D18-26,260,26,37,14.304,3.237,0.226,0.703,0.71,1,4,0.566,0.701,0.299,0.617,78.2161,52.6991,0.3262,1,1,418.568,464.894,461.092,141466,111,13403,848.952,402.539,25439.378
1604,7,1387,D69-77,260,24,37,14.555,4.254,0.292,0.649,0.655,1,3,0.907,0.708,0.292,0.893,41.183,48.5534,0.179,0,0,378.128,427.236,426.069,141605,111,13421,800.417,377.443,25461.14
1605,7,1173,D26-35,300,27,43,13.775,4.203,0.305,0.628,0.635,1,3,0.704,0.705,0.295,0.558,82.686,57.7163,0.302,1,1,404.52,443.284,467.394,141742,111,13438,821.699,381.781,25482.844
1606,7,1016,D77-86,420,38,60,14.749,3.839,0.26,0.633,0.644,1,3,0.848,0.697,0.303,0.737,76.5422,75.9692,0.0075,0,0,371.909,412.331,437.685,141880,111,13455,816.465,380.763,25505.052
1607,7,1083,D77-86,340,30,49,16.505,5.651,0.342,0.612,0.617,1,3,0.984,0.702,0.298,0.836,76.5422,53.5471,0.3004,1,1,376.846,423.047,432.255,142016,111,13471,758.218,357.213,25524.78
1608,7,1171,D26-35,220,20,31,17.07,4.681,0.274,0.645,0.653,1,3,0.608,0.723,0.277,0.706,57.7163,34.8834,0.3956,1,1,369.052,413.687,431.33,142155,111,13488,815.097,382.058,25545.965
1609,7,1301,D94-105,260,25,37,16.232,4.371,0.269,0.676,0.681,1,3,0.538,0.717,0.283,0.537,36.4025,44.9747,0.2355,1,1,387.32,403.638,458.871,142297,111,13507,804.561,382.948,25567.736
1610,7,1207,D86-94,380,37,54,14.37,3.56,0.248,0.685,0.692,1,3,0.821,0.722,0.278,0.742,66.2542,75.0978,0.1335,0,0,378.111,410.432,438.098,142440,111,13526,839.099,396.462,25590.62
1611,7,1311,D77-86,380,36,54,14.057,3.964,0.282,0.667,0.672,1,3,0.564,0.714,0.286,0.669,53.5471,75.0905,0.4023,1,1,382.266,422.231,425.838,142581,111,13544,843.392,395.187,25612.867
1612,7,1116,D47-58,340,33,49,17.045,4.46,0.262,0.673,0.68,1,3,0.801,0.701,0.299,0.818,68.7882,55.8616,0.1879,0,0,407.009,447.209,444.49,142723,111,13563,835.172,393.331,25634.509
1613,7,1006,D86-94,220,20,31,12.986,3.414,0.263,0.645,0.654,1,3,0.655,0.677,0.323,0.667,66.2542,45.854,0.3079,1,1,378.782,407.541,458.63,142862,111,13580,790.22,373.351,25657.343
1614,7,1007,D10-18,380,36,54,14.384,4.036,0.281,0.667,0.672,1,3,0.745,0.695,0.305,0.586,94.2739,73.3837,0.2216,1,1,383.633,424.253,443.43,143003,111,13598,794.089,377.931,25679.496
1615,7,1310,D18-26,300,31,43,14.077,2.39,0.17,0.721,0.732,1,4,0.881,0.706,0.294,0.897,52.6991,63.1175,0.1977,0,0,416.582,445.341,482.14,143150,112,13619,855.003,407.391,25704.115
1616,7,1083,D10-18,260,24,37,12.661,3.687,0.291,0.649,0.655,1,3,0.541,0.694,0.306,0.462,73.3837,55.8156,0.2394,1,1,366.242,406.768,424.415,143289,112,13637,812.787,381.773,25726.614
1617,7,1346,D18-26,460,41,66,15.479,4.462,0.288,0.621,0.63,1,3,0.649,0.683,0.317,0.731,52.6991,78.1102,0.4822,1,1,408.111,455.197,471.73,143426,112,13654,793.489,370.903,25747.941
1618,7,1175,D26-35,420,38,60,13.862,3.699,0.267,0.633,0.643,1,3,0.567,0.685,0.315,0.512,34.8834,80.8304,1.3172,1,1,417.332,449.028,496.719,143564,112,13671,772.851,365.498,25770.332
1619,7,1164,D35-47,380,34,54,15.349,4.648,0.303,0.63,0.636,1,3,0.987,0.7,0.3,0.811,73.5605,65.7474,0.1062,0,0,409.84,441.469,449.619,143701,112,13688,803.279,375.592,25791.468
1620,7,1396,D26-35,420,42,60,14.87,3.331,0.224,0.7,0.708,1,4,0.865,0.692,0.308,0.764,80.8304,81.6275,0.0099,0,0,422.09,465.074,486.857,143846,113,13708,846.421,401.247,25814.739
1621,7,1053,D77-86,220,22,31,16.624,3.504,0.211,0.71,0.718,1,4,0.443,0.711,0.289,0.376,75.0905,38.6837,0.4848,1,1,388.367,435.257,430.099,143991,114,13728,874.436,412.504,25837.842
1622,7,1089,D94-105,220,20,31,15.243,4.178,0.274,0.645,0.653,1,3,0.843,0.699,0.301,0.838,44.9747,39.0625,0.1315,0,0,365.931,394.184,442.9,144130,114,13745,832.063,387.996,25859.681
1623,7,1240,D86-94,420,38,60,16.755,4.86,0.29,0.633,0.641,1,3,0.589,0.679,0.321,0.683,45.854,66.8751,0.4584,1,1,414.098,461.467,479.602,144268,114,13762,773.101,365.585,25880.563
1624,7,1089,D86-94,260,25,37,14.55,3.215,0.221,0.676,0.686,1,3,0.609,0.681,0.319,0.505,66.8751,50.175,0.2497,1,1,428.239,455.448,497.366,144410,114,13781,824.18,389.814,25903.838
1625,7,1100,D58-69,380,37,54,14.024,3.446,0.246,0.685,0.692,1,3,0.853,0.704,0.296,0.742,45.2074,76.9475,0.7021,1,1,396.471,435.139,437.536,144553,114,13800,837.496,395.901,25926.869
1626,7,1287,D58-69,220,22,31,11.977,2.1,0.175,0.71,0.721,1,4,0.591,0.715,0.285,0.609,76.9475,53.6891,0.3023,1,1,434.14,459.574,472.023,144698,115,13820,871.555,411.496,25951.797
1627,7,1262,D26-35,260,24,37,15.742,4.726,0.3,0.649,0.654,1,3,0.625,0.695,0.305,0.58,80.8304,44.8918,0.4446,1,1,371.163,396.737,437.067,144837,115,13838,780.039,370.311,25972.944
1628,7,1104,D86-94,220,19,31,14.924,4.754,0.319,0.613,0.62,1,3,0.854,0.714,0.286,0.765,50.175,38.3485,0.2357,1,1,387.813,432.644,457.98,144973,115,13854,789.333,368.202,25993.842
1629,7,1276,D58-69,340,33,49,13.865,3.697,0.267,0.673,0.679,1,3,0.852,0.669,0.331,0.767,53.6891,68.6725,0.2791,1,1,426.372,448.003,460.76,145115,115,13873,794.687,379.161,26016.476
1630,7,1346,D86-94,460,47,66,13.978,2.97,0.212,0.712,0.72,1,4,0.746,0.709,0.291,0.672,38.3485,96.4695,1.5156,1,1,393.016,413.713,444.223,145261,116,13893,836.043,399.433,26040.288
1631,7,1156,D35-47,420,39,60,16.201,4.777,0.295,0.65,0.656,1,3,0.625,0.701,0.299,0.633,73.5605,70.5786,0.0405,0,0,367.366,390.237,413.504,145401,116,13911,825.237,386.333,26061.378
1632,7,1391,D69-77,420,43,60,13.48,2.212,0.164,0.717,0.729,1,4,0.94,0.687,0.313,0.733,41.183,91.8165,1.2295,1,1,435.835,455.561,511.557,145547,117,13931,842.314,402.31,26086.201
1633,7,1286,D47-58,420,41,60,13.626,3.326,0.244,0.683,0.691,1,3,0.625,0.681,0.319,0.54,68.7882,87.3426,0.2697,1,1,413.867,448.366,457.987,145690,117,13950,844.37,398.03,26109.378
1634,7,1089,D77-86,220,20,31,12.611,3.925,0.311,0.645,0.65,1,3,0.513,0.693,0.307,0.611,38.6837,47.2176,0.2206,1,1,377.657,405.792,416.825,145829,117,13967,802.875,377.781,26131.546
1635,7,1198,D10-18,420,37,60,14.621,4.256,0.291,0.617,0.626,1,3,0.856,0.671,0.329,0.766,55.8156,75.0764,0.3451,1,1,369.025,417.289,404.819,145965,117,13983,799.683,372.389,26153.114
1636,7,1007,D58-69,260,27,37,17.14,2.691,0.157,0.73,0.741,1,4,0.828,0.714,0.286,0.855,68.6725,45.385,0.3391,1,1,446.785,465.483,488.159,146112,118,14004,829.1,399.644,26177.394
1637,7,1215,D18-26,460,46,66,14.84,3.067,0.207,0.697,0.707,1,4,0.425,0.705,0.295,0.386,78.1102,89.261,0.1428,0,0,414.246,448.263,445.467,146256,119,14024,820.553,391.739,26200.988
1638,7,1089,D86-94,220,19,31,14.844,4.618,0.311,0.613,0.621,1,3,0.776,0.701,0.299,0.65,96.4695,38.5547,0.6003,1,1,376.953,426.32,440.158,146392,119,14040,809.293,375.188,26222.062
1639,7,1277,D58-69,260,23,37,10.239,2.95,0.288,0.622,0.631,1,3,0.723,0.732,0.268,0.79,45.385,66.7756,0.4713,1,1,371.825,407.191,407.409,146529,119,14057,787.218,368.77,26245.357
1640,7,1195,D58-69,460,42,66,14.469,4.01,0.277,0.636,0.645,1,3,0.722,0.713,0.287,0.783,66.7756,85.1276,0.2748,1,1,366.264,402.336,414.861,146667,119,14074,802.273,376.25,26267.362
1641,7,1300,D47-58,420,40,60,15.661,3.56,0.227,0.667,0.677,1,3,0.792,0.725,0.275,0.803,87.3426,74.4945,0.1471,0,0,412.597,432.812,451.156,146808,119,14092,797.197,379.019,26290.133
1642,7,1365,D69-77,300,28,43,11.854,3.484,0.294,0.651,0.657,1,3,0.641,0.679,0.321,0.698,91.8165,68.995,0.2486,1,1,398.78,415.241,463.965,146948,119,14110,832.676,389.111,26312.911
1643,7,1251,D18-26,220,21,31,16.197,3.772,0.233,0.677,0.686,1,3,0.594,0.714,0.286,0.562,78.1102,38.2193,0.5107,1,1,402.214,437.831,476.292,147090,119,14129,844.143,397.063,26335.472
1644,7,1097,D18-26,380,35,54,14.657,4.305,0.294,0.648,0.654,1,3,0.424,0.677,0.323,0.583,38.2193,70.4256,0.8427,1,1,406.742,428.667,441.013,147229,119,14147,789.137,373.42,26357.164
1645,7,1259,D35-47,300,31,43,15.496,2.602,0.168,0.721,0.732,1,4,0.523,0.688,0.312,0.612,73.5605,57.3363,0.2206,1,1,413.555,452.716,459.914,147376,120,14168,823.053,396.208,26381.507
1646,7,1030,D69-77,260,25,37,15.342,3.376,0.22,0.676,0.686,1,3,0.654,0.719,0.281,0.609,68.995,47.5848,0.3103,1,1,407.625,430.368,443.067,147518,120,14187,829.999,391.851,26404.572
1647,7,1215,D26-35,460,44,66,15.529,4.231,0.272,0.667,0.673,1,3,0.888,0.654,0.346,0.655,44.8918,82.2855,0.833,1,1,399.902,446.551,449.705,147659,120,14205,804.871,381.705,26426.472
1648,7,1019,D69-77,420,44,60,14.498,2.493,0.172,0.733,0.743,1,4,0.658,0.687,0.313,0.531,47.5848,87.0381,0.8291,1,1,447.392,466.727,500.804,147807,121,14226,866.287,413.2,26451.032
1649,7,1242,D94-105,260,24,37,15.677,4.096,0.261,0.649,0.658,1,3,0.963,0.694,0.306,0.871,44.9747,45.0779,0.0023,0,0,367.406,416.631,428.853,147946,121,14244,818.428,383.747,26472.998
1650,7,1178,D18-26,300,30,43,13.789,2.909,0.211,0.698,0.707,1,4,0.806,0.699,0.301,0.637,70.4256,62.7042,0.1096,0,0,429.546,465.159,463.73,148090,122,14264,841.736,399.259,26496.802
1651,7,1007,D58-69,220,21,31,12.797,2.914,0.228,0.677,0.687,1,3,0.722,0.657,0.343,0.696,85.1276,48.3728,0.4318,1,1,425.578,462.213,483.145,148232,122,14283,799.797,381.542,26520.479
1652,7,1027,D94-105,460,43,66,13.43,3.107,0.231,0.652,0.663,1,3,0.86,0.666,0.334,0.835,44.9747,93.4209,1.0772,1,1,379.943,415.211,454.571,148372,122,14301,793.704,375.524,26543.749
1653,7,1315,D58-69,460,44,66,14.725,3.405,0.231,0.667,0.677,1,3,0.49,0.691,0.309,0.55,48.3728,86.7744,0.7939,1,1,422.673,454.548,466.403,148513,122,14319,848.697,397.044,26566.723
1654,7,1128,D69-77,340,35,49,14.569,2.373,0.163,0.714,0.727,1,4,0.578,0.732,0.268,0.568,87.0381,68.5842,0.212,1,1,440.115,481.674,493.705,148659,123,14339,834.328,399.158,26591.324
1655,7,1183,D10-18,220,22,31,15.456,2.904,0.188,0.71,0.72,1,4,0.761,0.697,0.303,0.751,75.0764,41.6064,0.4458,1,1,386.035,416.793,459.496,148804,124,14359,824.767,395.12,26615.207
1656,7,1207,D77-86,420,41,60,14.568,3.179,0.218,0.683,0.693,1,3,0.769,0.716,0.284,0.62,47.2176,81.692,0.7301,1,1,416.075,465.297,459.304,148947,124,14378,801.138,382.898,26638.574
1657,7,1049,D86-94,460,47,66,13.549,2.708,0.2,0.712,0.721,1,4,0.464,0.67,0.33,0.44,38.5547,99.5206,1.5813,1,1,424.265,446.822,495.754,149093,125,14398,829.265,397.061,26662.726
1658,7,1193,D94-105,380,37,54,14.035,2.824,0.201,0.685,0.697,1,3,0.674,0.692,0.308,0.57,93.4209,76.8916,0.1769,0,0,420.664,452.468,469.981,149236,125,14417,810.109,386.316,26686.566
1659,7,1015,D18-26,380,34,54,16.013,4.714,0.294,0.63,0.637,1,3,0.656,0.676,0.324,0.759,70.4256,63.0233,0.1051,0,0,388.181,422.057,429.67,149373,125,14434,812.164,378.702,26707.615
1660,7,1257,D94-105,380,39,54,11.094,2.498,0.225,0.722,0.727,1,4,0.438,0.682,0.318,0.493,93.4209,101.5933,0.0875,0,0,432.543,480.902,506.683,149520,126,14455,863.63,410.604,26732.101
1661,7,1246,D47-58,420,38,60,15.336,4.395,0.287,0.633,0.641,1,3,0.468,0.705,0.295,0.501,87.3426,73.0627,0.1635,0,0,364.702,387.913,434.649,149658,126,14472,815.65,380.477,26753.587
1662,7,1206,D69-77,420,44,60,14.283,2.038,0.143,0.733,0.746,1,4,0.698,0.71,0.29,0.566,68.5842,88.3465,0.2881,1,1,421.516,465.219,468.122,149806,127,14493,881.561,418.546,26778.738
1663,7,1194,D18-26,300,28,43,13.321,3.152,0.237,0.651,0.662,1,3,0.683,0.7,0.3,0.611,70.4256,61.3991,0.1282,0,0,377.174,405.155,431.977,149946,127,14511,792.447,375.031,26801.948
1664,7,1307,D26-35,340,33,49,15.216,4.075,0.268,0.673,0.679,1,3,0.935,0.677,0.323,0.929,82.2855,62.5758,0.2395,1,1,379.02,421.183,411.812,150088,127,14530,819.586,387.875,26824.091
1665,7,1063,D77-86,260,25,37,14.755,3.44,0.233,0.676,0.685,1,3,0.536,0.698,0.302,0.559,81.692,49.4794,0.3943,1,1,400.616,430.321,452.245,150230,127,14549,800.954,381.685,26847.073
1666,7,1288,D18-26,340,34,49,12.623,2.741,0.217,0.694,0.703,1,4,0.673,0.677,0.323,0.742,70.4256,77.2827,0.0974,0,0,400.5,442.523,448.684,150374,127,14568,861.474,405.598,26871.074
1667,7,1291,D35-47,460,43,66,13.814,3.869,0.28,0.652,0.658,1,3,0.959,0.703,0.297,0.928,57.3363,90.8264,0.5841,1,1,423.312,463.805,488.565,150514,127,14586,783.032,371.789,26893.353
1668,7,1372,D47-58,460,47,66,15.546,2.888,0.186,0.712,0.722,1,4,0.588,0.701,0.299,0.538,87.3426,86.7389,0.0069,0,0,441.602,474.786,511.456,150660,128,14606,849.689,404.209,26917.272
1669,7,1144,D18-26,460,45,66,15.671,3.434,0.219,0.682,0.692,1,3,0.477,0.717,0.283,0.461,70.4256,83.0256,0.1789,0,0,404.647,425.259,482.721,150803,128,14625,803.295,383.426,26940.298
1670,7,1171,D18-26,340,34,49,14.389,3.013,0.209,0.694,0.704,1,4,0.963,0.708,0.292,0.93,70.4256,67.7966,0.0373,0,0,380.855,398.952,423.679,150947,128,14644,845.879,400.139,26963.945
1671,7,1319,D69-77,220,23,31,14.948,1.927,0.129,0.742,0.755,1,4,0.511,0.692,0.308,0.607,88.3465,44.6576,0.4945,1,1,447.529,485.386,492.906,151096,129,14666,844.605,406.902,26989.292
1672,7,1028,D18-26,460,43,66,12.437,3.135,0.252,0.652,0.661,1,3,0.576,0.662,0.338,0.701,70.4256,100.878,0.4324,1,1,424.743,466.125,468.815,151236,129,14684,786.824,373.116,27012.526
1673,7,1011,D35-47,460,46,66,15.75,2.876,0.183,0.697,0.709,1,4,0.731,0.69,0.31,0.727,90.8264,84.1043,0.074,0,0,405.209,447.592,461.47,151380,130,14704,839.757,398.461,27036.369
1674,7,1359,D58-69,380,35,54,16.898,4.659,0.276,0.648,0.656,1,3,0.522,0.688,0.312,0.463,86.7744,61.0863,0.296,1,1,411.574,461.173,464.143,151519,130,14722,831.644,388.297,27057.601
1675,7,1383,D18-26,420,44,60,13.665,2.549,0.187,0.733,0.741,1,4,0.947,0.708,0.292,0.791,100.878,92.3457,0.0846,0,0,442.78,490.907,490.002,151667,131,14743,879.41,417.793,27082.088
1676,7,1355,D86-94,220,23,31,12.706,1.898,0.149,0.742,0.753,1,4,0.407,0.706,0.294,0.517,99.5206,52.5392,0.4721,1,1,394.924,436.716,473.968,151816,132,14765,868.735,415.347,27107.472
1677,7,1060,D94-105,260,24,37,14.305,4.179,0.292,0.649,0.655,1,3,0.989,0.695,0.305,0.759,93.4209,49.4015,0.4712,1,1,410.09,440.302,478.798,151955,132,14783,805.616,379.263,27129.331
1678,7,1037,D58-69,380,38,54,16.103,3.57,0.222,0.704,0.711,1,4,0.992,0.707,0.293,0.988,61.0863,68.494,0.1213,0,0,414.0,453.925,478.761,152100,133,14803,835.841,398.1,27152.313
1679,7,1309,D58-69,220,23,31,13.044,2.054,0.157,0.742,0.752,1,4,0.413,0.7,0.3,0.53,61.0863,51.1781,0.1622,0,0,414.881,432.023,465.321,152249,134,14825,870.916,416.111,27177.494
1680,8,1128,D35-47,420,41,60,15.791,3.436,0.218,0.683,0.693,1,3,0.912,0.675,0.325,0.756,90.8264,75.3648,0.1702,0,0,432.267,466.255,487.583,152392,134,14844,827.761,392.216,27200.526
1681,8,1386,D18-26,420,45,60,12.172,2.111,0.173,0.75,0.758,1,4,0.69,0.686,0.314,0.684,100.878,105.6698,0.0475,0,0,408.479,434.496,465.565,152542,135,14866,849.026,409.659,27225.682
1682,8,1215,D77-86,420,41,60,14.297,3.783,0.265,0.683,0.689,1,3,0.733,0.708,0.292,0.72,49.4794,83.2427,0.6824,1,1,430.38,465.171,496.867,152685,135,14885,834.455,394.559,27248.264
1683,8,1226,D58-69,340,35,49,15.17,2.653,0.175,0.714,0.725,1,4,0.712,0.694,0.306,0.764,61.0863,65.8654,0.0782,0,0,418.809,448.125,454.561,152831,136,14905,876.856,414.042,27272.5
1684,8,1390,D10-18,380,39,54,13.059,2.707,0.207,0.722,0.729,1,4,0.873,0.731,0.269,0.713,41.6064,86.3075,1.0744,1,1,426.134,465.71,504.11,152978,137,14926,847.423,404.931,27296.714
1685,8,1202,D58-69,220,22,31,14.094,2.532,0.18,0.71,0.721,1,4,0.985,0.694,0.306,0.93,61.0863,45.6259,0.2531,1,1,441.467,484.6,490.699,153123,138,14946,849.401,403.742,27321.08
1686,8,1379,D86-94,300,32,43,16.843,2.205,0.131,0.744,0.757,1,4,0.966,0.673,0.327,0.817,52.5392,54.1845,0.0313,0,0,413.447,462.432,492.514,153272,139,14968,856.103,411.264,27346.079
1687,8,1063,D18-26,380,37,54,13.42,3.048,0.227,0.685,0.694,1,3,0.715,0.718,0.282,0.61,100.878,80.4112,0.2029,1,1,393.442,420.242,460.183,153415,139,14987,832.226,394.057,27369.627
1688,8,1202,D26-35,220,22,31,12.724,2.948,0.232,0.71,0.716,1,4,0.657,0.675,0.325,0.574,62.5758,50.5397,0.1923,0,0,398.731,434.283,468.861,153560,140,15007,823.064,394.524,27393.453
1689,8,1063,D47-58,460,48,66,10.205,1.699,0.167,0.727,0.738,1,4,0.64,0.718,0.282,0.629,87.3426,134.4816,0.5397,1,1,431.907,471.609,508.21,153707,141,15028,854.694,408.234,27419.008
1690,8,1323,D18-26,260,27,37,14.002,2.338,0.167,0.73,0.74,1,4,0.804,0.67,0.33,0.653,80.4112,55.5574,0.3091,1,1,435.728,481.661,511.332,153854,142,15049,853.155,408.064,27443.747
1691,8,1200,D58-69,340,36,49,15.663,2.353,0.15,0.735,0.746,1,4,0.726,0.737,0.263,0.69,45.6259,65.3188,0.4316,1,1,418.936,447.319,472.004,154002,143,15070,873.568,415.953,27468.497
1692,8,1399,D86-94,420,44,60,14.44,2.079,0.144,0.733,0.746,1,4,0.754,0.687,0.313,0.827,52.5392,87.3858,0.6633,1,1,426.028,458.714,500.739,154150,144,15091,858.652,410.528,27493.594
1693,8,1390,D77-86,260,24,37,15.834,4.341,0.274,0.649,0.656,1,3,0.916,0.656,0.344,0.744,83.2427,44.6317,0.4638,1,1,395.639,414.97,442.484,154289,144,15109,804.608,378.91,27515.243
1694,8,1059,D94-105,300,29,43,15.323,3.612,0.236,0.674,0.683,1,3,0.466,0.718,0.282,0.517,49.4015,54.8921,0.1111,0,0,418.796,455.234,495.279,154431,144,15128,817.166,387.171,27537.994
1695,8,1162,D94-105,340,36,49,12.1,2.36,0.195,0.735,0.742,1,4,0.899,0.702,0.298,0.871,49.4015,84.5568,0.7116,1,1,406.763,440.162,469.297,154579,145,15149,866.222,413.382,27562.733
1696,8,1325,D26-35,420,41,60,13.854,3.175,0.229,0.683,0.692,1,3,0.732,0.713,0.287,0.782,62.5758,85.9037,0.3728,1,1,413.046,456.561,443.559,154722,145,15168,827.077,391.977,27586.106
1697,8,1221,D77-86,380,40,54,14.389,2.681,0.186,0.741,0.748,1,4,0.676,0.671,0.329,0.607,44.6317,80.023,0.793,1,1,400.304,450.009,459.905,154871,146,15190,838.691,404.653,27610.465
1698,8,1147,D86-94,460,47,66,12.693,2.713,0.214,0.712,0.72,1,4,0.8,0.685,0.315,0.767,87.3858,106.2333,0.2157,1,1,392.773,424.04,467.315,155017,147,15210,834.17,398.778,27634.611
1699,8,1221,D69-77,420,41,60,13.499,3.425,0.254,0.683,0.69,1,3,0.99,0.682,0.318,0.74,44.6576,88.1616,0.9742,1,1,379.022,415.572,435.944,155160,147,15229,835.631,394.971,27657.658
