# ICDDR Delhi Scenario Trace (Formula-Aligned Synthetic Dataset)
# Seed=502 | Duration=3600s | RSU_Distance=800m | k=3 | w_th=0.2 | λ=0.1
# Generated=2026-02-14T11:03:25.296906Z

Time(s),RSU_ID,Vehicle_ID,RoadSegment,SegmentLength_m,Nv_vehicles,Capacity_C,FreeFlowSpeed_vbar_mps,AvgSpeed_v20_mps,Alpha,Density_D,CongestionScore_CD,Congested(0/1),TTL,Relevance_R,rho,gamma,SuitabilityIndex_Si,w_old,w_new,w_delta_ratio,WeightUpdateTriggered(0/1),RerouteTriggered(0/1),PathCost_1,PathCost_2,PathCost_3,PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
1861,8,1172,D58-69,260,22,37,13.205,4.29,0.325,0.595,0.603,1,3,0.58,0.667,0.333,0.497,61.5112,50.0664,0.1861,0,0,384.248,427.249,454.351,177641,225,18189,785.106,363.976,31205.842
1862,8,1200,D18-26,420,36,60,14.511,4.717,0.325,0.6,0.607,1,3,0.928,0.699,0.301,0.858,39.0315,74.0963,0.8984,1,1,366.408,407.01,407.833,177776,225,18205,761.903,356.666,31226.709
1863,8,1143,D58-69,300,26,43,16.691,5.396,0.323,0.605,0.612,1,3,0.799,0.725,0.275,0.7,61.5112,46.2813,0.2476,1,1,387.047,435.173,422.732,177911,225,18221,808.948,373.83,31246.723
1864,8,1365,D35-47,460,40,66,15.417,5.394,0.35,0.606,0.61,1,3,0.512,0.695,0.305,0.537,35.0242,76.9649,1.1975,1,1,391.839,426.389,430.273,178046,225,18237,804.725,372.563,31266.746
1865,8,1277,D69-77,340,30,49,13.007,4.023,0.309,0.612,0.62,1,3,0.656,0.702,0.298,0.67,48.5061,67.9485,0.4008,1,1,391.951,435.079,449.606,178182,225,18253,767.149,360.339,31288.59
1866,8,1063,D47-58,380,32,54,12.176,4.412,0.362,0.593,0.597,0,3,0.383,0.7,0.3,0.385,86.3112,79.1587,0.0829,0,0,381.943,406.488,412.199,178276,225,18264,790.116,365.43,31309.81
1867,8,1065,D58-69,220,18,31,15.498,5.186,0.335,0.581,0.589,0,3,0.278,0.71,0.29,0.287,46.2813,35.4673,0.2337,1,0,353.99,400.93,384.697,178369,225,18274,783.911,361.466,31329.952
1868,8,1292,D94-105,260,22,37,17.711,6.069,0.343,0.595,0.601,1,3,0.95,0.678,0.322,0.934,59.3733,37.3268,0.3713,1,1,390.746,412.494,427.591,178503,225,18289,763.951,356.572,31349.031
1869,8,1276,D18-26,420,38,60,14.648,4.627,0.316,0.633,0.638,1,3,0.734,0.702,0.298,0.636,74.0963,76.4944,0.0324,0,0,400.212,427.061,451.818,178641,225,18306,806.063,377.122,31370.216
1870,8,1116,D69-77,300,30,43,15.496,3.414,0.22,0.698,0.706,1,4,0.893,0.678,0.322,0.735,67.9485,55.7972,0.1788,0,0,384.871,425.434,433.435,178785,226,18326,858.293,405.054,31393.365
1871,8,1243,D77-86,260,24,37,11.98,3.302,0.276,0.649,0.656,1,3,0.572,0.708,0.292,0.496,57.213,58.9915,0.0311,0,0,400.201,442.11,469.781,178924,226,18344,817.544,383.438,31416.364
1872,8,1330,D58-69,340,33,49,14.329,3.061,0.214,0.673,0.685,1,3,0.907,0.707,0.293,0.907,35.4673,66.4488,0.8735,1,1,384.964,423.808,453.467,179066,226,18363,803.574,382.271,31439.826
1873,8,1327,D94-105,260,23,37,13.777,4.51,0.327,0.622,0.627,1,3,0.862,0.688,0.312,0.739,37.3268,49.6274,0.3295,1,1,359.541,399.567,425.671,179203,226,18380,820.128,380.288,31461.093
1874,8,1284,D58-69,260,22,37,16.888,5.431,0.322,0.595,0.603,1,3,0.897,0.704,0.296,0.804,66.4488,39.147,0.4109,1,1,367.493,396.131,447.474,179337,226,18395,806.596,371.498,31481.0
1875,8,1249,D18-26,460,45,66,13.728,3.37,0.246,0.682,0.689,1,3,0.967,0.679,0.321,0.754,74.0963,94.7802,0.2791,1,1,401.476,420.039,447.063,179480,226,18414,815.88,387.831,31504.109
1876,8,1254,D47-58,260,26,37,15.012,3.486,0.232,0.703,0.709,1,4,0.84,0.709,0.291,0.715,86.3112,50.2117,0.4182,1,1,417.717,456.973,463.005,179625,227,18434,861.336,406.873,31527.194
1877,8,1065,D77-86,220,20,31,15.332,4.464,0.291,0.645,0.652,1,3,0.492,0.682,0.318,0.636,57.213,38.8369,0.3212,1,1,399.546,419.201,437.935,179764,227,18451,789.001,372.925,31548.662
1878,8,1237,D86-94,460,43,66,12.061,3.288,0.273,0.652,0.659,1,3,0.533,0.678,0.322,0.661,89.4953,104.0273,0.1624,0,0,380.232,428.26,458.706,179904,227,18469,824.792,386.405,31571.697
1879,8,1061,D18-26,420,35,60,15.275,4.975,0.326,0.583,0.592,0,3,0.479,0.71,0.29,0.448,94.7802,68.9324,0.2727,1,0,390.335,421.435,436.523,179997,227,18479,784.462,362.062,31592.129
1880,8,1080,D77-86,300,29,43,13.284,2.856,0.215,0.674,0.685,1,3,0.641,0.691,0.309,0.661,38.8369,63.3176,0.6303,1,1,410.333,434.816,481.856,180139,227,18498,808.064,383.985,31615.863
1881,8,1244,D86-94,420,37,60,13.0,4.179,0.321,0.617,0.623,1,3,0.596,0.729,0.271,0.556,89.4953,84.4425,0.0565,0,0,381.573,410.288,449.966,180275,227,18514,778.356,364.925,31637.53
1882,8,1178,D77-86,460,39,66,12.238,4.468,0.365,0.591,0.595,0,3,0.365,0.728,0.272,0.504,63.3176,95.1329,0.5025,1,0,384.881,403.879,434.993,180369,227,18525,794.618,366.753,31658.668
1883,8,1063,D18-26,220,20,31,16.043,4.125,0.257,0.645,0.655,1,3,0.849,0.714,0.286,0.766,68.9324,37.1147,0.4616,1,1,367.997,411.91,413.755,180508,227,18542,829.677,387.161,31680.576
1884,8,1293,D35-47,420,41,60,13.055,2.859,0.219,0.683,0.693,1,3,0.57,0.66,0.34,0.568,76.9649,91.1585,0.1844,0,0,414.725,457.926,480.832,180651,227,18561,801.406,382.992,31704.359
1885,8,1316,D26-35,380,32,54,14.217,4.706,0.331,0.593,0.6,1,3,0.463,0.684,0.316,0.432,78.0621,67.7944,0.1315,0,0,369.23,417.684,439.952,180785,227,18576,785.381,363.772,31725.197
1886,8,1240,D58-69,420,35,60,14.105,5.133,0.364,0.583,0.589,0,3,0.119,0.697,0.303,0.31,39.147,74.6491,0.9069,1,0,350.172,374.444,424.245,180878,227,18586,741.909,347.168,31745.424
1887,8,1024,D18-26,340,29,49,12.52,3.978,0.318,0.592,0.601,1,3,0.701,0.671,0.329,0.615,37.1147,68.8141,0.8541,1,1,392.841,419.201,445.669,181012,227,18601,745.115,349.566,31767.204
1888,8,1222,D18-26,340,30,49,15.176,4.306,0.284,0.612,0.623,1,3,0.555,0.705,0.295,0.585,68.8141,58.2331,0.1538,0,0,367.034,386.744,416.828,181148,227,18617,775.951,363.419,31788.68
1889,8,1365,D94-105,260,23,37,13.276,4.029,0.303,0.622,0.629,1,3,0.952,0.693,0.307,0.908,49.6274,51.5005,0.0377,0,0,392.023,422.741,459.314,181285,227,18634,797.574,372.394,31810.572
1890,8,1044,D10-18,260,23,37,12.366,4.244,0.343,0.622,0.625,1,3,0.813,0.674,0.326,0.835,40.2874,55.2908,0.3724,1,1,415.137,454.682,448.13,181422,227,18651,811.563,377.29,31832.184
1891,8,1149,D58-69,220,18,31,12.974,4.464,0.344,0.581,0.588,0,3,0.284,0.688,0.312,0.323,74.6491,42.3665,0.4325,1,0,353.414,375.294,389.835,181515,227,18661,747.89,348.858,31853.265
1892,8,1327,D35-47,260,21,37,16.425,5.925,0.361,0.568,0.575,0,3,0.459,0.686,0.314,0.437,76.9649,38.897,0.4946,1,0,357.615,383.042,413.245,181606,227,18671,747.837,346.878,31872.369
1893,8,1006,D26-35,300,28,43,15.007,3.992,0.266,0.651,0.659,1,3,0.914,0.701,0.299,0.806,78.0621,54.4997,0.3018,1,1,385.578,421.377,454.495,181746,227,18689,792.783,375.148,31894.486
1894,8,1147,D86-94,260,24,37,14.834,3.822,0.258,0.649,0.658,1,3,0.429,0.711,0.289,0.462,89.4953,47.6407,0.4677,1,1,376.652,422.652,452.366,181885,227,18707,810.741,381.057,31916.809
1895,8,1284,D35-47,420,37,60,14.119,3.886,0.275,0.617,0.627,1,3,0.804,0.698,0.302,0.743,38.897,77.7501,0.9989,1,1,370.027,390.804,445.029,182021,227,18723,788.814,368.585,31938.857
1896,8,1015,D77-86,460,43,66,14.21,3.5,0.246,0.652,0.662,1,3,0.448,0.711,0.289,0.418,95.1329,88.2908,0.0719,0,0,422.038,449.476,472.33,182161,227,18741,798.147,377.079,31961.616
1897,8,1137,D86-94,340,28,49,14.52,5.093,0.351,0.571,0.579,0,3,0.326,0.697,0.303,0.302,47.6407,57.8244,0.2138,1,0,385.59,402.584,448.907,182253,227,18751,738.072,344.04,31981.824
1898,8,1300,D69-77,300,28,43,16.168,4.716,0.292,0.651,0.657,1,3,0.763,0.663,0.337,0.805,67.9485,50.5877,0.2555,1,1,381.987,413.719,441.589,182393,227,18769,815.693,383.167,32003.001
1899,8,1249,D69-77,460,43,66,13.053,3.822,0.293,0.652,0.657,1,3,0.722,0.73,0.27,0.744,50.5877,96.1186,0.9,1,1,417.996,466.986,484.984,182533,227,18787,813.694,382.52,32025.341
1900,8,1192,D58-69,260,25,37,14.697,3.469,0.236,0.676,0.685,1,3,0.717,0.7,0.3,0.627,42.3665,49.6751,0.1725,0,0,409.265,446.025,441.589,182675,227,18806,797.518,380.483,32048.286
1901,8,1088,D47-58,460,44,66,14.568,4.132,0.284,0.667,0.672,1,3,0.623,0.66,0.34,0.482,50.2117,87.7131,0.7469,1,1,402.306,449.033,466.544,182816,227,18824,810.795,383.778,32070.314
1902,8,1236,D69-77,420,39,60,16.508,4.655,0.282,0.65,0.657,1,3,0.991,0.678,0.322,0.836,96.1186,69.2647,0.2794,1,1,369.169,388.075,413.775,182956,227,18842,824.528,386.085,32091.563
1903,8,1273,D35-47,260,25,37,13.442,3.163,0.235,0.676,0.685,1,3,0.523,0.723,0.277,0.491,77.7501,54.312,0.3015,1,1,373.823,405.967,446.863,183098,227,18861,801.334,381.818,32114.905
1904,8,1300,D35-47,460,42,66,13.243,4.187,0.316,0.636,0.641,1,3,0.735,0.684,0.316,0.593,54.312,93.0073,0.7125,1,1,367.206,408.302,407.43,183236,227,18878,794.435,373.507,32136.679
1905,8,1291,D69-77,300,27,43,14.423,4.731,0.328,0.628,0.632,1,3,0.917,0.695,0.305,0.747,69.2647,55.1237,0.2042,1,1,377.298,419.345,429.833,183373,227,18895,814.114,379.126,32157.697
1906,8,1189,D47-58,380,34,54,12.211,3.461,0.283,0.63,0.638,1,3,0.687,0.707,0.293,0.618,87.7131,82.6451,0.0578,0,0,390.287,425.71,441.107,183510,227,18912,798.107,373.782,32180.376
1907,8,1041,D26-35,380,32,54,17.914,6.545,0.365,0.593,0.597,0,3,0.467,0.704,0.296,0.391,54.4997,53.8029,0.0128,0,0,398.685,414.717,435.472,183604,227,18923,769.821,358.326,32198.822
1908,8,1081,D10-18,300,26,43,15.637,5.446,0.348,0.605,0.609,1,3,0.891,0.659,0.341,0.881,55.2908,49.4016,0.1065,0,0,376.146,415.82,407.704,183739,227,18939,778.264,363.09,32218.77
1909,8,1196,D10-18,460,39,66,17.089,6.29,0.368,0.591,0.595,0,3,0.264,0.681,0.319,0.327,55.2908,68.1304,0.2322,1,0,397.486,440.296,442.059,183833,227,18950,783.334,362.803,32237.538
1910,8,1216,D94-105,420,34,60,13.919,4.84,0.348,0.567,0.575,0,3,0.089,0.681,0.319,0.282,49.6274,74.062,0.4924,1,0,355.309,404.281,397.416,183924,227,18960,759.605,350.862,32258.046
1911,8,1299,D77-86,300,27,43,14.971,4.578,0.306,0.628,0.635,1,3,0.595,0.658,0.342,0.525,95.1329,53.1051,0.4418,1,1,397.496,431.951,434.806,184061,227,18977,776.892,366.098,32279.261
1912,8,1272,D26-35,300,26,43,15.141,5.262,0.347,0.605,0.609,1,3,0.574,0.687,0.313,0.48,54.4997,51.0169,0.0639,0,0,370.435,407.398,440.859,184196,227,18993,797.971,369.988,32299.449
1913,8,1100,D77-86,300,24,43,14.642,5.318,0.363,0.558,0.566,0,3,0.244,0.721,0.279,0.243,53.1051,49.7438,0.0633,0,0,340.585,361.582,387.358,184286,227,19003,759.572,349.571,32319.285
1914,8,1041,D18-26,420,34,60,14.014,4.902,0.35,0.567,0.575,0,3,0.109,0.691,0.309,0.203,68.8141,73.5618,0.069,0,0,356.802,402.783,418.819,184377,227,19013,788.846,361.096,32339.712
1915,8,1388,D47-58,460,37,66,13.7,5.453,0.398,0.561,0.565,0,3,0.447,0.695,0.305,0.491,87.7131,81.7729,0.0677,0,0,385.309,432.087,456.231,184468,227,19023,786.047,359.207,32359.387
1916,8,1064,D94-105,420,36,60,14.28,4.748,0.333,0.6,0.607,1,3,0.727,0.697,0.303,0.657,74.062,75.292,0.0166,0,0,377.479,415.791,435.061,184603,227,19039,779.477,362.817,32380.214
1917,8,1141,D94-105,460,39,66,15.939,4.971,0.312,0.591,0.601,1,3,0.841,0.732,0.268,0.739,74.062,73.0429,0.0138,0,0,359.887,405.165,434.676,184737,227,19054,790.021,365.144,32400.697
1918,8,1157,D58-69,220,20,31,13.456,3.698,0.275,0.645,0.653,1,3,0.689,0.681,0.319,0.745,42.3665,44.2499,0.0445,0,0,403.812,421.751,472.263,184876,227,19071,810.704,380.521,32423.161
1919,8,1285,D47-58,380,35,54,16.036,3.989,0.249,0.648,0.658,1,3,0.43,0.711,0.289,0.374,87.7131,64.37,0.2661,1,1,373.787,390.137,436.024,185015,227,19089,836.032,389.833,32445.264
1920,9,1064,D69-77,460,42,66,19.366,5.831,0.301,0.636,0.643,1,3,0.715,0.701,0.299,0.624,55.1237,63.6033,0.1538,0,0,407.848,426.706,485.359,185153,227,19106,777.519,367.586,32464.903
1921,9,1361,D26-35,340,32,49,14.917,4.246,0.285,0.653,0.659,1,3,0.809,0.687,0.313,0.691,54.4997,62.2851,0.1429,0,0,404.068,427.991,479.132,185293,227,19124,835.146,390.26,32486.702
1922,9,1286,D69-77,340,27,49,17.479,6.841,0.391,0.551,0.557,0,3,0.133,0.699,0.301,0.353,55.1237,46.7952,0.1511,0,0,356.658,404.127,395.977,185383,227,19133,775.025,353.912,32504.514
1923,9,1261,D10-18,220,20,31,14.53,4.124,0.284,0.645,0.652,1,3,0.777,0.706,0.294,0.78,68.1304,40.9788,0.3985,1,1,398.329,446.926,475.026,185522,227,19150,780.299,369.879,32526.423
1924,9,1292,D94-105,460,35,66,13.047,5.712,0.438,0.53,0.533,0,3,0.011,0.702,0.298,0.206,74.062,82.565,0.1148,0,0,331.022,367.831,376.76,185610,227,19159,721.141,331.945,32545.579
1925,9,1376,D35-47,460,42,66,15.315,4.42,0.289,0.636,0.644,1,3,0.701,0.722,0.278,0.589,93.0073,80.4293,0.1352,0,0,403.158,418.586,447.288,185748,227,19176,825.698,384.449,32567.052
1926,9,1312,D77-86,460,41,66,15.451,4.859,0.314,0.621,0.628,1,3,0.589,0.705,0.295,0.479,53.1051,78.2491,0.4735,1,1,410.535,440.567,472.988,185885,227,19193,779.87,366.136,32587.863
1927,9,1341,D58-69,420,37,60,11.444,3.639,0.318,0.617,0.623,1,3,0.498,0.709,0.291,0.418,42.3665,95.9238,1.2641,1,1,409.847,453.076,476.37,186021,227,19209,818.237,378.883,32610.232
1928,9,1151,D86-94,220,16,31,14.865,6.474,0.436,0.516,0.521,0,3,0.423,0.71,0.29,0.487,57.8244,34.0193,0.4117,1,0,327.285,355.264,406.035,186107,227,19217,736.319,335.131,32628.312
1929,9,1363,D94-105,300,25,43,14.747,5.463,0.37,0.581,0.586,0,3,0.097,0.691,0.309,0.145,74.062,50.8751,0.3131,1,0,350.576,379.208,421.986,186200,227,19227,761.223,353.637,32648.098
1930,9,1328,D18-26,260,24,37,16.53,4.232,0.256,0.649,0.658,1,3,0.952,0.683,0.317,0.752,68.8141,42.7509,0.3787,1,1,387.728,403.24,444.41,186339,227,19245,791.608,374.36,32669.888
1931,9,1208,D47-58,220,18,31,16.791,6.266,0.373,0.581,0.585,0,3,0.169,0.655,0.345,0.433,64.37,32.7359,0.4914,1,0,384.884,416.013,430.459,186432,227,19255,747.923,348.87,32688.627
1932,9,1305,D35-47,340,26,49,13.933,5.592,0.401,0.531,0.537,0,3,0.487,0.695,0.305,0.62,93.0073,57.1692,0.3853,1,0,377.384,396.269,449.365,186520,227,19264,762.769,346.561,32707.941
1933,9,1260,D10-18,460,35,66,12.258,4.832,0.394,0.53,0.538,0,3,0.412,0.655,0.345,0.419,40.9788,87.8826,1.1446,1,0,332.957,350.74,411.744,186608,227,19273,760.019,345.552,32728.241
1934,9,1195,D58-69,380,34,54,12.622,3.511,0.278,0.63,0.639,1,3,0.563,0.695,0.305,0.582,95.9238,79.9531,0.1665,0,0,379.998,406.263,412.44,186745,227,19290,809.705,377.841,32750.855
1935,9,1052,D26-35,340,28,49,13.841,5.388,0.389,0.571,0.575,0,3,0.358,0.681,0.319,0.332,54.4997,60.6618,0.1131,0,0,374.735,399.89,424.043,186837,227,19300,759.073,351.39,32770.679
1936,9,1186,D86-94,260,20,37,12.471,4.795,0.384,0.541,0.548,0,3,0.312,0.709,0.291,0.337,34.0193,49.4779,0.4544,1,0,336.728,380.548,399.525,186926,227,19309,751.517,344.112,32791.089
1937,9,1022,D26-35,300,27,43,13.132,4.19,0.319,0.628,0.633,1,3,0.993,0.715,0.285,0.937,54.4997,60.5427,0.1109,0,0,377.071,402.248,444.504,187063,227,19326,788.357,370.111,32812.81
1938,9,1147,D86-94,420,31,60,14.279,6.168,0.432,0.517,0.522,0,3,0.29,0.688,0.312,0.399,49.4779,67.6587,0.3675,1,0,325.837,352.52,385.408,187149,227,19334,700.697,322.744,32831.292
1939,9,1273,D26-35,340,26,49,14.529,5.549,0.382,0.531,0.539,0,3,0.489,0.661,0.339,0.62,54.4997,54.8242,0.006,0,0,353.909,381.997,419.181,187237,227,19343,723.16,332.698,32850.662
1940,9,1236,D69-77,340,29,49,16.03,5.784,0.361,0.592,0.597,0,3,0.087,0.683,0.317,0.362,55.1237,53.7467,0.025,0,0,384.963,414.687,423.042,187331,227,19354,775.305,360.132,32870.093
1941,9,1152,D58-69,420,33,60,18.114,6.963,0.384,0.55,0.557,0,3,0.445,0.722,0.278,0.446,95.9238,55.7046,0.4193,1,0,384.157,409.09,425.71,187421,227,19363,768.259,351.391,32887.741
1942,9,1316,D26-35,300,26,43,15.103,5.248,0.347,0.605,0.609,1,3,0.807,0.695,0.305,0.628,54.4997,51.1454,0.0615,0,0,388.188,416.56,460.941,187556,227,19379,805.353,372.571,32907.946
1943,9,1008,D47-58,340,25,49,13.478,5.758,0.427,0.51,0.516,0,3,0.353,0.664,0.336,0.498,32.7359,57.5351,0.7576,1,0,365.366,392.591,404.802,187642,227,19387,745.796,337.559,32926.922
1944,9,1168,D58-69,460,39,66,14.408,5.049,0.35,0.591,0.597,0,3,0.385,0.71,0.29,0.562,55.7046,80.8056,0.4506,1,0,378.717,407.232,449.367,187736,227,19398,785.393,363.524,32947.304
1945,9,1250,D35-47,420,37,60,14.647,4.336,0.296,0.617,0.625,1,3,0.821,0.704,0.296,0.83,57.1692,74.9429,0.3109,1,1,389.132,419.591,460.034,187872,227,19414,789.71,368.898,32968.768
1946,9,1189,D77-86,260,23,37,15.003,4.767,0.318,0.622,0.628,1,3,0.837,0.704,0.296,0.86,78.2491,45.5708,0.4176,1,1,416.175,438.013,490.038,188009,227,19431,816.071,378.868,32989.701
1947,9,1004,D77-86,300,24,43,13.979,5.683,0.407,0.558,0.562,0,3,0.193,0.673,0.327,0.334,45.5708,52.1018,0.1433,0,0,384.446,416.25,450.005,188099,227,19441,753.824,347.559,33009.062
1948,9,1043,D35-47,420,30,60,13.518,6.422,0.475,0.5,0.502,0,3,0.027,0.663,0.337,0.154,74.9429,69.909,0.0672,0,0,321.236,342.92,372.604,188184,227,19449,747.093,336.483,33027.113
1949,9,1047,D94-105,220,18,31,13.025,4.261,0.327,0.581,0.59,0,3,0.319,0.695,0.305,0.292,50.8751,42.2002,0.1705,0,0,401.828,418.189,442.061,188277,227,19459,780.45,360.254,33048.457
1950,9,1347,D86-94,420,33,60,15.23,6.274,0.412,0.55,0.554,0,3,0.446,0.686,0.314,0.526,67.6587,66.2563,0.0207,0,0,352.369,381.853,424.53,188367,227,19468,734.141,339.449,33067.0
1951,9,1394,D26-35,340,30,49,15.453,4.621,0.299,0.612,0.621,1,3,0.961,0.673,0.327,0.758,54.4997,57.1897,0.0494,0,0,377.395,402.151,408.536,188503,227,19484,768.383,360.771,33088.067
1952,9,1270,D35-47,260,19,37,14.171,6.292,0.444,0.514,0.518,0,3,0.485,0.691,0.309,0.475,74.9429,42.0286,0.4392,1,0,336.648,358.487,400.538,188589,227,19492,728.002,331.828,33106.368
1953,9,1303,D94-105,460,37,66,17.534,6.633,0.378,0.561,0.567,0,3,0.49,0.677,0.323,0.528,50.8751,63.8951,0.2559,1,0,389.759,425.88,423.668,188680,227,19502,733.977,340.983,33124.509
1954,9,1208,D18-26,420,34,60,16.105,5.701,0.354,0.567,0.575,0,3,0.19,0.709,0.291,0.23,42.7509,64.0087,0.4972,1,0,352.33,399.377,429.787,188771,227,19512,789.649,361.377,33143.897
1955,9,1262,D10-18,380,32,54,15.071,5.113,0.339,0.593,0.599,0,3,0.031,0.706,0.294,0.273,87.8826,63.95,0.2723,1,0,384.852,402.466,459.038,188865,227,19523,746.361,350.115,33164.206
1956,9,1296,D58-69,460,33,66,15.26,7.281,0.477,0.5,0.502,0,3,0.47,0.693,0.307,0.55,80.8056,67.8226,0.1607,0,0,323.372,354.478,387.281,188950,227,19531,733.917,331.871,33181.14
1957,9,1259,D77-86,380,29,54,15.015,5.954,0.397,0.537,0.544,0,3,0.193,0.691,0.309,0.237,45.5708,59.7906,0.312,1,0,372.109,418.351,427.988,189038,227,19540,731.636,336.628,33200.023
1958,9,1217,D18-26,260,20,37,14.967,5.994,0.4,0.541,0.546,0,3,0.081,0.722,0.278,0.279,64.0087,41.2263,0.3559,1,0,364.861,383.638,428.029,189127,227,19549,740.177,340.143,33218.874
1959,9,1187,D94-105,300,24,43,13.972,4.873,0.349,0.558,0.567,0,3,0.094,0.723,0.277,0.171,63.8951,52.1268,0.1842,0,0,365.013,412.927,422.366,189217,227,19559,780.071,356.746,33239.288
1960,9,1210,D18-26,220,18,31,14.358,5.138,0.358,0.581,0.587,0,3,0.037,0.696,0.304,0.095,41.2263,38.2816,0.0714,0,0,367.939,410.922,409.179,189310,227,19569,763.989,354.493,33259.492
1961,9,1077,D94-105,220,16,31,16.564,7.482,0.452,0.516,0.519,0,3,0.368,0.686,0.314,0.511,63.8951,30.5306,0.5222,1,0,326.046,353.222,375.519,189396,227,19577,701.051,322.787,33276.262
1962,9,1269,D47-58,260,22,37,17.358,6.143,0.354,0.595,0.6,0,3,0.201,0.671,0.329,0.353,57.5351,38.0865,0.338,1,0,397.005,413.154,427.45,189490,227,19588,752.025,352.398,33295.244
1963,9,1112,D10-18,460,36,66,16.476,6.933,0.421,0.545,0.549,0,3,0.153,0.664,0.336,0.416,63.95,66.6842,0.0428,0,0,359.068,385.233,400.045,189579,227,19597,735.639,339.292,33312.903
1964,9,1324,D47-58,340,28,49,13.929,4.643,0.333,0.571,0.581,0,3,0.142,0.684,0.316,0.336,38.0865,60.2784,0.5827,1,0,343.808,363.689,422.217,189671,227,19607,790.12,362.256,33333.695
1965,9,1359,D18-26,380,32,54,16.525,5.835,0.353,0.593,0.598,0,3,0.323,0.671,0.329,0.37,41.2263,58.3249,0.4147,1,0,370.302,398.682,404.691,189765,227,19618,750.347,351.51,33353.066
1966,9,1186,D94-105,460,37,66,12.01,4.878,0.406,0.561,0.564,0,3,0.499,0.669,0.331,0.612,30.5306,93.2829,2.0554,1,0,392.327,429.115,462.41,189856,227,19628,742.364,343.918,33373.487
1967,9,1012,D77-86,220,18,31,12.44,4.469,0.359,0.581,0.587,0,3,0.401,0.659,0.341,0.416,59.7906,44.1852,0.261,1,0,397.697,433.25,477.376,189949,227,19638,745.937,348.175,33394.561
1968,9,1131,D69-77,340,25,49,16.902,7.323,0.433,0.51,0.516,0,3,0.482,0.715,0.285,0.451,55.1237,45.8788,0.1677,0,0,367.738,385.51,406.364,190035,227,19646,724.591,330.138,33411.502
1969,9,1124,D58-69,260,21,37,15.178,5.389,0.355,0.568,0.575,0,3,0.313,0.702,0.298,0.404,80.8056,42.093,0.4791,1,0,352.186,385.847,416.477,190126,227,19656,760.844,351.431,33431.302
1970,9,1348,D10-18,420,31,60,15.043,6.411,0.426,0.517,0.522,0,3,0.488,0.694,0.306,0.622,63.95,64.225,0.0043,0,0,360.231,388.178,410.121,190212,227,19664,739.044,336.165,33449.468
1971,9,1250,D58-69,460,35,66,12.609,5.517,0.438,0.53,0.534,0,3,0.192,0.69,0.31,0.218,42.093,85.4366,1.0297,1,0,334.995,370.367,367.575,190300,227,19673,720.041,331.56,33468.878
1972,9,1332,D58-69,380,26,54,13.322,6.013,0.451,0.481,0.488,0,3,0.035,0.723,0.277,0.269,85.4366,62.6034,0.2673,1,0,372.882,394.233,431.645,190383,227,19680,680.297,310.326,33487.35
1973,9,1228,D86-94,220,15,31,13.028,5.852,0.449,0.484,0.491,0,3,0.178,0.696,0.304,0.302,67.6587,37.1836,0.4504,1,0,369.503,394.582,425.193,190466,227,19688,703.672,318.866,33506.046
1974,9,1327,D18-26,220,16,31,13.7,5.543,0.405,0.516,0.524,0,3,0.218,0.7,0.3,0.284,58.3249,36.9117,0.3671,1,0,347.16,373.304,405.36,190552,227,19696,711.502,326.445,33525.336
1975,9,1357,D47-58,300,20,43,13.821,7.213,0.522,0.465,0.466,0,3,0.204,0.672,0.328,0.344,60.2784,46.593,0.227,1,0,348.989,383.478,420.993,190633,227,19703,699.097,314.452,33542.15
1976,9,1027,D86-94,260,19,37,12.373,5.166,0.418,0.514,0.52,0,3,0.031,0.701,0.299,0.168,37.1836,48.137,0.2946,1,0,331.086,348.72,385.121,190719,227,19711,744.447,337.584,33561.916
1977,9,1286,D94-105,340,26,49,14.413,6.128,0.425,0.531,0.535,0,3,0.376,0.703,0.297,0.54,93.2829,55.2648,0.4076,1,0,366.307,389.18,426.281,190807,227,19720,741.72,339.194,33580.533
1978,9,1351,D35-47,340,24,49,13.592,6.275,0.462,0.49,0.495,0,3,0.447,0.675,0.325,0.373,42.0286,55.5204,0.321,1,0,372.067,410.165,429.57,190890,227,19728,734.759,330.635,33598.715
1979,9,1205,D86-94,420,35,60,15.128,5.784,0.382,0.583,0.587,0,3,0.342,0.698,0.302,0.469,48.137,69.5998,0.4459,1,0,371.795,418.222,417.562,190983,227,19738,789.728,363.905,33618.096
1980,9,1056,D94-105,260,18,37,14.827,7.212,0.486,0.486,0.489,0,3,0.125,0.7,0.3,0.21,55.2648,38.7464,0.2989,1,0,341.163,364.236,381.94,191066,227,19746,714.825,323.162,33635.039
1981,9,1137,D86-94,340,23,49,14.623,7.462,0.51,0.469,0.471,0,3,0.123,0.687,0.313,0.195,69.5998,50.2008,0.2787,1,0,342.351,373.441,413.52,191147,227,19753,679.108,308.096,33651.555
1982,9,1382,D47-58,220,17,31,12.788,5.077,0.397,0.548,0.554,0,3,0.065,0.672,0.328,0.188,46.593,41.2456,0.1148,0,0,382.333,419.111,449.969,191236,227,19762,763.777,349.58,33671.645
