# ICDDR Delhi Scenario Trace (Formula-Aligned Synthetic Dataset)
# Seed=505 | Duration=3600s | RSU_Distance=800m | k=3 | w_th=0.2 | λ=0.1
# Generated=2026-02-14T11:03:25.499430Z

Time(s),RSU_ID,Vehicle_ID,RoadSegment,SegmentLength_m,Nv_vehicles,Capacity_C,FreeFlowSpeed_vbar_mps,AvgSpeed_v20_mps,Alpha,Density_D,CongestionScore_CD,Congested(0/1),TTL,Relevance_R,rho,gamma,SuitabilityIndex_Si,w_old,w_new,w_delta_ratio,WeightUpdateTriggered(0/1),RerouteTriggered(0/1),PathCost_1,PathCost_2,PathCost_3,PacketsTx_cum,PacketsLost_cum,PacketCollisions_cum,AvgTravelTime_snapshot_s,LostTime_snapshot_s,CO2_cum_g
1754,8,1011,D47-58,380,38,54,12.757,2.283,0.179,0.704,0.715,1,4,0.604,0.71,0.29,0.59,74.9465,86.4645,0.1537,0,0,410.517,446.17,458.082,162403,178,16162,829.256,395.795,28810.895
1755,8,1379,D77-86,460,50,66,17.297,2.154,0.125,0.758,0.769,1,4,0.52,0.728,0.272,0.549,97.2663,82.1506,0.1554,0,0,415.93,463.882,469.395,162553,179,16184,888.521,424.619,28836.04
1756,8,1269,D77-86,260,24,37,15.689,4.663,0.297,0.649,0.654,1,3,0.442,0.68,0.32,0.601,97.2663,45.0433,0.5369,1,1,393.681,420.182,463.624,162692,179,16202,833.719,389.099,28857.271
1757,8,1377,D94-105,260,27,37,16.163,2.946,0.182,0.73,0.739,1,4,0.552,0.67,0.33,0.555,79.8393,48.129,0.3972,1,1,431.953,459.562,487.944,162839,180,16223,871.79,414.586,28881.22
1758,8,1354,D35-47,460,46,66,15.46,3.652,0.236,0.697,0.704,1,4,0.885,0.728,0.272,0.834,75.66,85.6855,0.1325,0,0,405.724,438.098,457.9,162983,181,16243,852.738,403.004,28904.054
1759,8,1105,D47-58,460,48,66,15.625,2.622,0.168,0.727,0.738,1,4,0.515,0.687,0.313,0.5,74.9465,87.832,0.1719,0,0,420.97,454.269,493.536,163130,182,16264,834.188,401.057,28928.41
1760,8,1198,D35-47,420,40,60,13.278,3.69,0.278,0.667,0.672,1,3,0.881,0.655,0.345,0.911,75.66,87.8675,0.1613,0,0,420.514,451.292,487.633,163271,182,16282,795.855,378.549,28951.012
1761,8,1268,D35-47,220,20,31,14.809,4.227,0.285,0.645,0.652,1,3,0.461,0.72,0.28,0.45,75.66,40.2092,0.4686,1,1,402.998,441.265,445.065,163410,182,16299,815.744,382.285,28972.788
1762,8,1224,D94-105,220,22,31,12.802,2.601,0.203,0.71,0.718,1,4,0.624,0.711,0.289,0.572,48.129,50.231,0.0437,0,0,441.057,480.47,506.899,163555,183,16319,853.128,405.046,28997.064
1763,8,1370,D86-94,380,36,54,11.565,3.271,0.283,0.667,0.672,1,3,0.632,0.715,0.285,0.598,73.1589,91.2706,0.2476,1,1,390.723,432.306,465.342,163696,183,16337,810.882,383.809,29020.212
1764,8,1204,D10-18,300,28,43,14.216,4.15,0.292,0.651,0.657,1,3,0.944,0.709,0.291,0.754,55.141,57.5319,0.0434,0,0,379.307,428.526,420.504,163836,183,16355,839.481,391.493,29042.123
1765,8,1259,D58-69,340,35,49,15.501,3.118,0.201,0.714,0.723,1,4,0.815,0.71,0.29,0.735,75.8449,64.4602,0.1501,0,0,438.014,475.542,477.254,163982,184,16375,819.09,393.824,29065.756
1766,8,1290,D77-86,380,38,54,13.577,3.22,0.237,0.704,0.71,1,4,0.467,0.662,0.338,0.439,45.0433,81.24,0.8036,1,1,431.69,454.061,491.38,164127,185,16395,813.28,390.203,29089.192
1767,8,1202,D47-58,220,20,31,14.018,3.455,0.246,0.645,0.656,1,3,0.88,0.697,0.303,0.695,74.9465,42.4783,0.4332,1,1,376.669,417.493,411.922,164266,185,16412,833.776,388.596,29111.972
1768,8,1048,D18-26,340,36,49,14.973,2.162,0.144,0.735,0.747,1,4,0.607,0.735,0.265,0.609,86.5405,68.3326,0.2104,1,1,440.507,476.772,476.527,164414,186,16433,885.567,420.153,29136.969
1769,8,1029,D94-105,380,36,54,11.917,3.352,0.281,0.667,0.672,1,3,0.45,0.665,0.335,0.409,48.129,88.5762,0.8404,1,1,386.938,411.267,432.562,164555,186,16451,801.8,380.63,29160.012
1770,8,1102,D58-69,460,47,66,13.479,2.886,0.214,0.712,0.719,1,4,0.842,0.68,0.32,0.756,75.8449,100.0409,0.319,1,1,390.683,413.063,464.216,164701,187,16471,845.672,402.803,29183.933
1771,8,1021,D86-94,380,38,54,15.351,3.423,0.223,0.704,0.711,1,4,0.678,0.683,0.317,0.63,91.2706,71.8537,0.2127,1,1,415.981,440.874,458.153,164846,188,16491,831.929,396.731,29207.105
1772,8,1154,D86-94,380,34,54,14.865,4.031,0.271,0.63,0.64,1,3,0.793,0.707,0.293,0.649,71.8537,67.8891,0.0552,0,0,387.182,418.094,438.649,164983,188,16508,813.509,379.173,29229.043
1773,8,1327,D10-18,380,35,54,14.066,3.885,0.276,0.648,0.656,1,3,0.828,0.698,0.302,0.686,55.141,73.3872,0.3309,1,1,423.84,455.77,491.938,165122,188,16526,780.294,370.325,29251.282
1774,8,1124,D58-69,380,38,54,13.926,2.802,0.201,0.704,0.713,1,4,0.588,0.715,0.285,0.658,100.0409,79.2011,0.2083,1,1,423.395,449.64,464.389,165267,189,16546,866.356,408.78,29275.261
1775,8,1050,D94-105,380,37,54,14.452,3.474,0.24,0.685,0.693,1,3,0.421,0.735,0.265,0.407,88.5762,74.671,0.157,0,0,384.888,411.293,436.588,165410,189,16565,814.898,387.992,29298.257
1776,8,1198,D10-18,300,28,43,14.366,3.907,0.272,0.651,0.659,1,3,0.539,0.688,0.312,0.621,73.3872,56.9341,0.2242,1,1,377.846,415.799,430.157,165550,189,16583,834.549,389.767,29320.484
1777,8,1186,D77-86,300,31,43,16.121,2.695,0.167,0.721,0.732,1,4,0.879,0.695,0.305,0.896,81.24,55.1123,0.3216,1,1,395.941,443.241,434.093,165697,190,16604,863.389,410.326,29344.706
1778,8,1164,D94-105,380,40,54,15.971,2.752,0.172,0.741,0.749,1,4,0.425,0.735,0.265,0.476,88.5762,72.0994,0.186,0,0,419.058,460.345,471.888,165846,191,16626,865.556,414.056,29368.973
1779,8,1352,D26-35,220,21,31,14.066,3.347,0.238,0.677,0.686,1,3,0.722,0.711,0.289,0.663,48.2385,44.0083,0.0877,0,0,429.138,476.184,486.437,165988,191,16645,845.802,397.644,29392.086
1780,8,1093,D94-105,420,38,60,13.625,4.138,0.304,0.633,0.64,1,3,0.55,0.687,0.313,0.475,88.5762,82.2383,0.0716,0,0,378.799,425.823,440.858,166126,191,16662,824.139,383.449,29413.907
1781,8,1224,D94-105,260,26,37,16.683,3.233,0.194,0.703,0.713,1,4,0.601,0.712,0.288,0.557,88.5762,45.1835,0.4899,1,1,401.956,437.623,469.595,166271,192,16682,826.108,394.543,29437.319
1782,8,1339,D10-18,460,49,66,14.599,2.713,0.186,0.742,0.75,1,4,0.451,0.701,0.299,0.602,56.9341,95.662,0.6802,1,1,402.239,427.126,466.86,166420,193,16704,865.164,414.171,29461.648
1783,8,1107,D58-69,340,32,49,17.632,5.16,0.293,0.653,0.658,1,3,0.627,0.712,0.288,0.647,79.2011,52.6925,0.3347,1,1,379.306,411.506,440.575,166560,193,16722,819.832,384.9,29482.258
1784,8,1243,D86-94,260,25,37,15.218,3.475,0.228,0.676,0.685,1,3,0.503,0.698,0.302,0.511,71.8537,47.9725,0.3324,1,1,422.116,462.686,496.889,166702,193,16741,812.429,385.702,29505.194
1785,8,1263,D77-86,380,38,54,13.913,3.274,0.235,0.704,0.71,1,4,0.79,0.707,0.293,0.649,55.1123,79.2789,0.4385,1,1,381.959,426.498,446.682,166847,194,16761,823.306,393.713,29528.56
1786,8,1134,D18-26,300,29,43,16.371,3.96,0.242,0.674,0.683,1,3,0.831,0.669,0.331,0.642,68.3326,51.3791,0.2481,1,1,373.418,410.842,437.554,166989,194,16780,824.394,389.701,29550.858
1787,8,1060,D58-69,420,40,60,12.962,3.243,0.25,0.667,0.675,1,3,0.946,0.697,0.303,0.941,52.6925,90.0095,0.7082,1,1,412.204,450.828,464.488,167130,194,16798,845.332,395.866,29574.042
1788,8,1190,D86-94,220,20,31,13.131,3.835,0.292,0.645,0.651,1,3,0.768,0.703,0.297,0.736,47.9725,45.346,0.0548,0,0,407.28,423.55,437.359,167269,194,16815,780.173,369.835,29596.328
1789,8,1349,D18-26,460,46,66,15.21,2.863,0.188,0.697,0.708,1,4,0.757,0.714,0.286,0.667,51.3791,87.0909,0.6951,1,1,380.019,401.681,455.722,167413,195,16835,863.139,406.644,29620.187
1790,8,1279,D77-86,260,25,37,15.699,3.342,0.213,0.676,0.687,1,3,0.817,0.706,0.294,0.704,79.2789,46.5026,0.4134,1,1,409.732,456.619,463.544,167555,195,16854,826.522,390.634,29643.297
1791,8,1360,D18-26,380,35,54,12.268,3.543,0.289,0.648,0.654,1,3,0.909,0.677,0.323,0.813,87.0909,84.1367,0.0339,0,0,404.454,452.03,460.947,167694,195,16872,826.507,386.5,29665.979
1792,8,1249,D10-18,300,28,43,16.437,4.28,0.26,0.651,0.66,1,3,0.668,0.71,0.29,0.613,95.662,49.7606,0.4798,1,1,384.234,429.102,445.734,167834,195,16890,818.263,384.067,29687.722
1793,8,1240,D26-35,220,23,31,15.206,2.455,0.161,0.742,0.752,1,4,0.931,0.669,0.331,0.88,48.2385,43.9015,0.0899,0,0,444.848,486.597,519.412,167983,196,16912,870.78,416.063,29712.382
1794,8,1308,D77-86,260,26,37,15.903,3.603,0.227,0.703,0.71,1,4,0.96,0.684,0.316,0.851,46.5026,47.4007,0.0193,0,0,423.71,441.772,455.537,168128,197,16932,817.194,391.423,29735.314
1795,8,1316,D26-35,340,31,49,16.204,4.309,0.266,0.633,0.643,1,3,0.657,0.704,0.296,0.748,48.2385,55.9282,0.1594,0,0,363.287,403.834,427.173,168266,197,16949,817.187,380.913,29756.909
1796,8,1125,D47-58,300,30,43,11.319,2.596,0.229,0.698,0.705,1,4,0.528,0.693,0.307,0.487,42.4783,76.3868,0.7983,1,1,416.838,446.978,479.036,168410,198,16969,832.87,396.156,29781.12
1797,8,1296,D47-58,260,26,37,13.209,2.581,0.195,0.703,0.713,1,4,0.589,0.691,0.309,0.544,76.3868,57.0652,0.2529,1,1,428.025,458.117,491.706,168555,199,16989,830.391,396.042,29805.381
1798,8,1347,D86-94,260,27,37,13.045,2.514,0.193,0.73,0.737,1,4,0.642,0.724,0.276,0.604,47.9725,59.6341,0.2431,1,1,417.87,460.993,477.925,168702,200,17010,882.139,418.208,29829.891
1799,8,1115,D47-58,220,21,31,16.315,4.079,0.25,0.677,0.685,1,3,0.883,0.667,0.333,0.698,57.0652,37.9412,0.3351,1,1,419.184,458.529,454.378,168844,200,17029,805.06,383.384,29852.053
1800,8,1275,D58-69,300,28,43,14.169,3.611,0.255,0.651,0.661,1,3,0.861,0.7,0.3,0.663,90.0095,57.7257,0.3587,1,1,384.478,433.572,428.24,168984,200,17047,803.442,378.879,29874.666
1801,8,1341,D18-26,260,26,37,14.455,2.922,0.202,0.703,0.712,1,4,0.453,0.733,0.267,0.587,87.0909,52.1467,0.4012,1,1,400.529,444.839,477.812,169129,201,17067,863.498,407.63,29898.483
1802,8,1244,D10-18,380,35,54,13.577,3.784,0.279,0.648,0.655,1,3,0.836,0.684,0.316,0.779,49.7606,76.0298,0.5279,1,1,421.682,469.194,473.12,169268,201,17085,805.532,379.158,29920.854
1803,8,1224,D86-94,460,42,66,16.087,4.794,0.298,0.636,0.643,1,3,0.67,0.67,0.33,0.596,59.6341,76.5669,0.2839,1,1,392.652,419.274,462.133,169406,201,17102,806.829,377.845,29941.839
1804,8,1004,D69-77,460,48,66,14.113,2.269,0.161,0.727,0.738,1,4,0.467,0.699,0.301,0.414,45.907,97.2413,1.1182,1,1,411.561,442.151,445.257,169553,202,17123,870.376,413.722,29966.653
1805,8,1088,D94-105,300,29,43,14.697,3.462,0.236,0.674,0.683,1,3,0.698,0.68,0.32,0.775,45.1835,57.2312,0.2666,1,1,399.864,424.171,457.682,169695,202,17142,826.824,390.551,29989.599
1806,8,1033,D47-58,380,38,54,14.926,3.271,0.219,0.704,0.711,1,4,0.79,0.674,0.326,0.759,37.9412,73.8976,0.9477,1,1,410.471,442.728,445.231,169840,203,17162,821.811,393.189,30012.969
1807,8,1093,D77-86,220,21,31,15.178,3.536,0.233,0.677,0.686,1,3,0.979,0.674,0.326,0.886,46.5026,40.7855,0.1229,0,0,426.351,451.258,473.565,169982,203,17181,845.795,397.641,30035.837
1808,8,1132,D58-69,340,33,49,15.76,3.594,0.228,0.673,0.683,1,3,0.934,0.698,0.302,0.834,57.7257,60.4152,0.0466,0,0,378.027,393.321,446.452,170124,203,17200,826.784,390.395,30058.606
1809,8,1116,D35-47,220,21,31,13.148,3.361,0.256,0.677,0.684,1,3,0.578,0.723,0.277,0.557,40.2092,47.0811,0.1709,0,0,432.182,455.944,505.822,170266,203,17219,812.975,386.154,30081.701
1810,8,1382,D69-77,380,37,54,14.932,3.079,0.206,0.685,0.696,1,3,0.826,0.705,0.295,0.655,97.2413,72.2718,0.2568,1,1,406.914,424.854,477.62,170409,203,17238,802.298,383.582,30105.21
1811,8,1066,D47-58,220,20,31,16.345,4.718,0.289,0.645,0.652,1,3,0.42,0.691,0.309,0.395,73.8976,36.4289,0.507,1,1,369.295,404.883,403.29,170548,203,17255,803.272,377.92,30126.347
1812,8,1160,D26-35,220,23,31,16.062,2.657,0.165,0.742,0.751,1,4,0.816,0.704,0.296,0.767,48.2385,41.5619,0.1384,0,0,441.683,471.953,478.828,170697,204,17277,869.562,415.637,30150.745
1813,8,1232,D94-105,260,27,37,13.537,2.19,0.162,0.73,0.741,1,4,0.425,0.672,0.328,0.575,57.2312,57.4648,0.0041,0,0,405.526,435.878,474.004,170844,205,17298,850.054,406.978,30175.676
1814,8,1087,D10-18,220,19,31,15.041,4.654,0.309,0.613,0.621,1,3,0.582,0.678,0.322,0.541,76.0298,38.0508,0.4995,1,1,392.797,425.305,423.21,170980,205,17314,774.94,363.164,30196.704
1815,8,1236,D47-58,460,45,66,15.078,3.843,0.255,0.682,0.688,1,3,0.948,0.702,0.298,0.888,36.4289,86.2939,1.3688,1,1,408.742,453.172,484.053,171123,205,17333,854.263,401.265,30219.199
1816,8,1283,D10-18,260,27,37,15.303,3.006,0.196,0.73,0.737,1,4,0.616,0.718,0.282,0.683,38.0508,50.8345,0.336,1,1,411.995,453.956,443.551,171270,206,17354,871.117,414.35,30243.07
1817,8,1171,D18-26,340,31,49,13.945,3.933,0.282,0.633,0.641,1,3,0.908,0.663,0.337,0.73,52.1467,64.9915,0.2463,1,1,417.463,451.204,447.896,171408,206,17371,801.686,375.488,30265.153
1818,8,1279,D69-77,260,24,37,12.4,3.27,0.264,0.649,0.657,1,3,0.716,0.72,0.28,0.786,72.2718,56.9912,0.2114,1,1,368.85,393.855,408.523,171547,206,17389,817.212,383.322,30288.193
1819,8,1254,D58-69,220,20,31,13.446,3.499,0.26,0.645,0.655,1,3,0.498,0.71,0.29,0.524,57.7257,44.2855,0.2328,1,1,373.795,405.304,435.854,171686,206,17406,825.088,385.555,30310.915
1820,8,1203,D10-18,460,42,66,17.942,5.114,0.285,0.636,0.644,1,3,0.775,0.709,0.291,0.796,50.8345,68.6522,0.3505,1,1,420.048,466.358,468.319,171824,206,17423,824.257,383.945,30331.485
1821,8,1235,D35-47,380,37,54,15.219,3.593,0.236,0.685,0.693,1,3,0.471,0.689,0.311,0.439,40.2092,70.9081,0.7635,1,1,398.656,413.875,452.605,171967,206,17442,812.828,387.268,30354.325
1822,8,1392,D86-94,260,23,37,14.465,4.768,0.33,0.622,0.626,1,3,0.849,0.705,0.295,0.832,76.5669,47.2679,0.3827,1,1,371.187,386.196,407.725,172104,206,17459,775.591,364.7,30375.256
1823,8,1149,D26-35,300,30,43,13.532,2.733,0.202,0.698,0.708,1,4,0.4,0.712,0.288,0.546,48.2385,63.8952,0.3246,1,1,415.93,457.068,495.833,172248,207,17479,814.387,389.687,30399.29
1824,8,1218,D47-58,220,21,31,14.078,2.957,0.21,0.677,0.689,1,3,0.632,0.673,0.327,0.598,86.2939,43.9705,0.4905,1,1,424.192,448.089,473.538,172390,207,17498,840.295,395.716,30422.91
1825,8,1206,D18-26,380,33,54,14.901,4.923,0.33,0.611,0.617,1,3,0.64,0.677,0.323,0.706,64.9915,66.1941,0.0185,0,0,380.814,405.606,424.632,172526,207,17514,797.495,370.79,30443.576
1826,8,1196,D10-18,380,39,54,15.724,2.816,0.179,0.722,0.732,1,4,0.612,0.689,0.311,0.669,68.6522,71.679,0.0441,0,0,395.972,412.826,442.639,172673,208,17535,842.235,403.116,30467.648
1827,8,1174,D86-94,260,27,37,15.238,2.901,0.19,0.73,0.738,1,4,0.702,0.737,0.263,0.631,47.2679,51.0491,0.08,0,0,437.406,482.208,484.072,172820,209,17556,843.767,404.778,30491.654
1828,8,1011,D10-18,420,43,60,12.274,1.982,0.162,0.717,0.729,1,4,0.486,0.684,0.316,0.597,68.6522,100.8384,0.4688,1,1,439.476,482.632,498.946,172966,210,17576,835.548,399.942,30516.777
1829,8,1272,D35-47,380,35,54,13.754,3.796,0.276,0.648,0.656,1,3,0.972,0.671,0.329,0.807,70.9081,75.0485,0.0584,0,0,379.09,408.134,416.021,173105,210,17594,794.413,375.267,30539.131
1830,8,1397,D69-77,260,25,37,16.05,3.696,0.23,0.676,0.685,1,3,0.925,0.7,0.3,0.77,56.9912,45.4858,0.2019,1,1,431.449,477.816,491.681,173247,210,17613,847.886,398.112,30561.781
1831,8,1131,D10-18,300,29,43,13.517,2.82,0.209,0.674,0.686,1,3,0.779,0.674,0.326,0.752,100.8384,62.227,0.3829,1,1,412.043,461.769,476.227,173389,210,17632,816.143,386.813,30585.561
1832,8,1217,D77-86,220,19,31,14.295,4.513,0.316,0.613,0.62,1,3,0.821,0.731,0.269,0.659,46.5026,40.0377,0.139,0,0,380.22,406.007,448.909,173525,210,17648,799.471,371.75,30606.772
1833,8,1259,D58-69,340,33,49,13.434,3.292,0.245,0.673,0.682,1,3,0.726,0.682,0.318,0.598,44.2855,70.879,0.6005,1,1,386.523,414.731,417.784,173667,210,17667,837.217,394.046,30629.934
1834,8,1327,D18-26,380,34,54,14.312,4.612,0.322,0.63,0.634,1,3,0.576,0.696,0.304,0.524,64.9915,70.5101,0.0849,0,0,373.645,415.826,429.854,173804,210,17684,780.288,367.545,30651.116
1835,8,1095,D86-94,340,31,49,15.705,4.326,0.275,0.633,0.642,1,3,0.437,0.688,0.312,0.49,47.2679,57.7068,0.2208,1,1,419.304,454.895,480.034,173942,210,17701,782.291,368.7,30672.688
1836,8,1134,D77-86,340,31,49,15.998,4.159,0.26,0.633,0.643,1,3,0.533,0.66,0.34,0.653,46.5026,56.6495,0.2182,1,1,415.729,443.732,459.087,174080,210,17718,820.772,382.168,30694.477
1837,8,1014,D35-47,300,28,43,15.389,3.941,0.256,0.651,0.66,1,3,0.745,0.707,0.293,0.757,70.9081,53.1497,0.2504,1,1,366.453,402.051,401.928,174220,210,17736,823.664,385.957,30716.66
1838,8,1137,D10-18,380,35,54,13.506,4.095,0.303,0.648,0.653,1,3,0.451,0.698,0.302,0.418,62.227,76.426,0.2282,1,1,403.307,422.045,449.459,174359,210,17754,789.697,373.616,30738.626
1839,8,1134,D47-58,340,34,49,15.116,2.898,0.192,0.694,0.705,1,4,0.427,0.69,0.31,0.362,43.9705,64.5362,0.4677,1,1,422.179,452.501,464.046,174503,210,17773,824.737,392.74,30762.421
1840,8,1305,D26-35,260,25,37,15.068,3.279,0.218,0.676,0.686,1,3,0.915,0.727,0.273,0.859,63.8952,48.451,0.2417,1,1,419.49,447.902,478.99,174645,210,17792,836.49,394.123,30785.612
1841,8,1020,D77-86,220,21,31,16.532,3.542,0.214,0.677,0.688,1,3,0.769,0.688,0.312,0.82,56.6495,37.4429,0.339,1,1,427.66,450.888,483.639,174787,210,17811,814.181,386.576,30808.472
1842,8,1113,D86-94,300,29,43,15.425,3.658,0.237,0.674,0.683,1,3,0.508,0.686,0.314,0.56,57.7068,54.5291,0.0551,0,0,418.081,456.748,486.479,174929,210,17830,831.662,392.245,30831.163
1843,8,1327,D10-18,260,25,37,16.019,3.771,0.235,0.676,0.685,1,3,0.985,0.668,0.332,0.849,76.426,45.5737,0.4037,1,1,414.47,438.227,446.966,175071,210,17849,795.786,379.876,30853.715
1844,8,1090,D94-105,220,21,31,14.722,3.35,0.228,0.677,0.687,1,3,0.792,0.721,0.279,0.775,57.2312,42.0472,0.2653,1,1,388.964,405.304,468.496,175213,210,17868,846.844,398.008,30876.824
1845,8,1318,D58-69,220,22,31,14.563,2.967,0.204,0.71,0.718,1,4,0.857,0.683,0.317,0.673,70.879,44.1579,0.377,1,1,418.57,441.758,486.855,175358,211,17888,869.757,410.867,30900.625
1846,8,1004,D86-94,260,22,37,13.834,4.584,0.331,0.595,0.602,1,3,0.89,0.677,0.323,0.834,57.7068,47.7899,0.1718,0,0,369.507,417.978,411.101,175492,211,17903,759.855,355.138,30921.633
1847,8,1341,D18-26,300,27,43,14.484,4.142,0.286,0.628,0.637,1,3,0.689,0.699,0.301,0.631,64.9915,54.8898,0.1554,0,0,366.355,388.639,434.979,175629,211,17920,790.008,370.689,30943.415
1848,8,1210,D86-94,260,23,37,16.711,5.531,0.331,0.622,0.626,1,3,0.48,0.714,0.286,0.522,57.7068,40.9143,0.291,1,1,359.625,381.909,390.42,175766,211,17937,813.284,377.893,30963.355
1849,8,1043,D69-77,420,42,60,14.621,3.354,0.229,0.7,0.707,1,4,0.607,0.684,0.316,0.588,45.4858,83.019,0.8252,1,1,411.133,431.416,444.41,175911,212,17957,812.154,389.254,30986.596
1850,8,1173,D47-58,260,25,37,14.539,3.293,0.226,0.676,0.685,1,3,0.802,0.691,0.309,0.721,64.5362,50.2126,0.2219,1,1,391.284,425.359,464.081,176053,212,17976,818.461,387.813,31009.769
1851,8,1330,D47-58,300,30,43,17.784,3.621,0.204,0.698,0.708,1,4,0.829,0.689,0.311,0.816,50.2126,48.6182,0.0318,0,0,401.225,439.514,479.92,176197,213,17996,813.81,389.485,31032.648
1852,8,1001,D47-58,380,37,54,16.525,4.254,0.257,0.685,0.691,1,3,0.682,0.706,0.294,0.705,50.2126,65.3032,0.3005,1,1,400.998,444.423,480.495,176340,213,18015,833.388,394.463,31054.629
1853,8,1289,D35-47,220,20,31,14.749,4.457,0.302,0.645,0.65,1,3,0.917,0.705,0.295,0.805,53.1497,40.3708,0.2404,1,1,399.018,422.776,446.322,176479,213,18032,814.514,381.854,31076.106
1854,8,1150,D35-47,340,30,49,12.866,4.42,0.344,0.612,0.617,1,3,0.429,0.69,0.31,0.443,40.3708,68.6903,0.7015,1,1,369.526,390.502,441.418,176615,213,18048,773.931,362.713,31097.434
1855,8,1267,D69-77,380,36,54,10.772,2.245,0.208,0.667,0.679,1,3,0.987,0.714,0.286,0.873,83.019,97.9896,0.1803,0,0,387.988,420.65,462.943,176756,213,18066,826.244,389.185,31121.915
1856,8,1303,D35-47,460,45,66,16.916,3.803,0.225,0.682,0.691,1,3,0.607,0.685,0.315,0.519,68.6903,76.9161,0.1198,0,0,406.403,434.724,455.905,176899,213,18085,824.65,390.9,31144.462
1857,8,1017,D77-86,340,33,49,14.258,3.415,0.24,0.673,0.682,1,3,0.651,0.683,0.317,0.51,37.4429,66.7823,0.7836,1,1,424.747,446.775,476.902,177041,213,18104,826.081,390.149,31167.463
1858,8,1051,D58-69,260,25,37,12.465,3.26,0.262,0.676,0.682,1,3,0.472,0.687,0.313,0.465,44.1579,58.5668,0.3263,1,1,407.345,456.483,442.512,177183,213,18123,849.118,398.543,31190.679
1859,8,1277,D77-86,340,32,49,12.9,3.047,0.236,0.653,0.664,1,3,0.582,0.707,0.293,0.691,66.7823,72.0251,0.0785,0,0,421.495,449.147,458.023,177323,213,18141,806.788,380.335,31214.036
1860,8,1231,D35-47,260,22,37,13.253,4.2,0.317,0.595,0.603,1,3,0.425,0.678,0.322,0.557,68.6903,49.8851,0.2738,1,1,384.43,433.173,420.886,177457,213,18156,780.228,362.269,31235.543
1861,8,1142,D26-35,300,27,43,14.822,4.313,0.291,0.628,0.636,1,3,0.478,0.7,0.3,0.564,48.451,53.637,0.107,0,0,417.417,433.562,488.478,177594,213,18173,780.815,367.471,31257.104
1862,8,1335,D18-26,460,43,66,13.267,3.322,0.25,0.652,0.661,1,3,0.622,0.71,0.29,0.508,64.9915,94.5728,0.4552,1,1,414.016,462.535,477.721,177734,213,18191,801.452,378.235,31280.095
1863,8,1309,D58-69,340,30,49,12.573,4.349,0.346,0.612,0.616,1,3,0.861,0.675,0.325,0.793,58.5668,70.2933,0.2002,1,1,371.02,408.571,431.827,177870,213,18207,811.383,375.821,31301.515
1864,8,1229,D86-94,260,22,37,13.469,4.54,0.337,0.595,0.601,1,3,0.898,0.707,0.293,0.831,40.9143,49.0847,0.1997,0,0,378.109,394.907,436.887,178004,213,18222,775.636,360.662,31322.581
1865,8,1272,D69-77,300,30,43,16.785,3.964,0.236,0.698,0.704,1,4,0.499,0.712,0.288,0.532,83.019,51.5131,0.3795,1,1,385.469,424.406,447.195,178148,214,18242,812.046,388.867,31345.013
1866,8,1374,D26-35,300,28,43,15.617,3.748,0.24,0.651,0.662,1,3,0.757,0.705,0.295,0.636,48.451,52.3716,0.0809,0,0,403.397,438.577,470.318,178288,214,18260,810.708,381.422,31367.447
1867,8,1131,D58-69,380,35,54,13.487,4.144,0.307,0.648,0.653,1,3,0.713,0.68,0.32,0.67,70.2933,76.5363,0.0888,0,0,387.969,427.136,440.583,178427,214,18278,801.084,377.602,31389.349
1868,8,1269,D47-58,380,33,54,13.685,4.535,0.331,0.611,0.617,1,3,0.775,0.698,0.302,0.785,65.3032,72.0747,0.1037,0,0,358.563,384.616,395.07,178563,214,18294,790.339,368.285,31410.52
1869,8,1150,D35-47,460,40,66,13.701,4.145,0.303,0.606,0.615,1,3,0.917,0.668,0.332,0.702,49.8851,86.6053,0.7361,1,1,356.472,387.914,418.006,178698,214,18310,789.944,367.389,31432.168
1870,8,1175,D47-58,420,36,60,14.39,5.045,0.351,0.6,0.605,1,3,0.827,0.715,0.285,0.852,65.3032,74.7191,0.1442,0,0,378.001,399.622,415.476,178833,214,18326,762.841,356.995,31452.61
1871,8,1010,D47-58,380,32,54,14.511,4.656,0.321,0.593,0.601,1,3,0.789,0.668,0.332,0.839,65.3032,66.4208,0.0171,0,0,373.819,413.945,415.714,178967,214,18341,790.765,365.657,31473.512
1872,8,1096,D18-26,260,25,37,14.381,3.907,0.272,0.676,0.681,1,3,0.743,0.692,0.308,0.63,94.5728,50.7663,0.4632,1,1,374.346,398.184,429.672,179109,214,18360,840.253,395.44,31495.887
1873,8,1121,D77-86,260,26,37,14.096,3.059,0.217,0.703,0.711,1,4,0.645,0.691,0.309,0.552,66.7823,53.4764,0.1992,0,0,402.434,441.4,480.879,179254,215,18380,860.041,406.42,31519.527
1874,8,1380,D94-105,340,32,49,16.485,4.559,0.277,0.653,0.66,1,3,0.6,0.682,0.318,0.65,42.0472,56.36,0.3404,1,1,386.548,434.824,460.859,179394,215,18398,811.705,382.056,31540.918
1875,8,1151,D94-105,460,40,66,13.719,4.592,0.335,0.606,0.612,1,3,0.481,0.703,0.297,0.583,56.36,86.4885,0.5346,1,1,363.703,402.213,418.266,179529,215,18414,787.57,366.559,31561.985
1876,8,1210,D69-77,460,44,66,14.051,3.065,0.218,0.667,0.678,1,3,0.788,0.706,0.294,0.673,51.5131,90.9356,0.7653,1,1,379.864,402.05,421.895,179670,215,18432,791.628,377.07,31585.401
